,const,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,bedrooms_per_room,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
11342,1.0,-117.93,33.76,17.0,3341.0,803.0,3381.0,825.0,3.371,4.04969696969697,4.098181818181819,0.2403472014366956,0,0,0,0
5320,1.0,-118.42,34.05,38.0,4888.0,1126.0,1698.0,937.0,4.8304,5.216648879402348,1.8121664887940234,0.23036006546644844,0,0,0,0
11793,1.0,-121.19,38.85,8.0,4114.0,710.0,2268.0,716.0,4.4085,5.745810055865922,3.1675977653631286,0.17258142926592124,1,0,0,0
15052,1.0,-116.86,32.8,19.0,1747.0,291.0,848.0,290.0,4.875,6.024137931034483,2.924137931034483,0.16657126502575845,0,0,0,0
6898,1.0,-118.13,34.04,36.0,1938.0,364.0,1118.0,374.0,3.5833,5.181818181818182,2.9893048128342246,0.18782249742002063,0,0,0,0
14049,1.0,-117.13,32.76,27.0,2280.0,695.0,1235.0,664.0,1.9392,3.433734939759036,1.8599397590361446,0.3048245614035088,0,0,0,1
6562,1.0,-118.13,34.2,45.0,1213.0,206.0,529.0,231.0,5.6629,5.251082251082251,2.29004329004329,0.16982687551525144,1,0,0,0
3567,1.0,-118.59,34.23,14.0,4407.0,1209.0,2676.0,1128.0,3.4091,3.9069148936170213,2.372340425531915,0.2743362831858407,0,0,0,0
14428,1.0,-117.25,32.8,31.0,2182.0,630.0,1069.0,599.0,2.9781,3.642737896494157,1.7846410684474123,0.2887259395050413,0,0,0,1
17526,1.0,-121.9,37.33,52.0,1009.0,231.0,929.0,210.0,2.5,4.804761904761905,4.423809523809524,0.22893954410307235,0,0,0,0
17430,1.0,-120.44,34.65,30.0,2265.0,512.0,1402.0,471.0,1.975,4.808917197452229,2.976645435244161,0.2260485651214128,0,0,0,1
19497,1.0,-121.0,37.66,43.0,2039.0,331.0,875.0,342.0,3.9844,5.961988304093567,2.5584795321637426,0.16233447768513978,1,0,0,0
12753,1.0,-121.37,38.61,42.0,945.0,193.0,460.0,193.0,3.7569,4.896373056994818,2.383419689119171,0.20423280423280424,1,0,0,0
10645,1.0,-117.8,33.55,35.0,2067.0,428.0,724.0,377.0,5.8371,5.482758620689655,1.9204244031830238,0.20706337687469764,0,0,0,0
9034,1.0,-117.76,34.71,15.0,2981.0,625.0,1694.0,540.0,2.9541,5.520370370370371,3.137037037037037,0.20966118752096613,1,0,0,0
9553,1.0,-120.64,37.38,21.0,3157.0,637.0,2268.0,620.0,2.567,5.091935483870968,3.6580645161290324,0.2017738359201774,1,0,0,0
12904,1.0,-121.34,38.61,11.0,1716.0,404.0,722.0,415.0,2.0926,4.134939759036144,1.7397590361445783,0.23543123543123542,1,0,0,0
2771,1.0,-115.9,33.34,19.0,1210.0,248.0,329.0,155.0,1.7857,7.806451612903226,2.1225806451612903,0.2049586776859504,1,0,0,0
4749,1.0,-118.34,34.05,52.0,2194.0,504.0,997.0,438.0,2.6654,5.0091324200913245,2.276255707762557,0.22971741112123975,0,0,0,0
8404,1.0,-118.36,33.93,30.0,1132.0,347.0,1433.0,341.0,2.68,3.3196480938416424,4.202346041055718,0.30653710247349825,0,0,0,0
12522,1.0,-121.47,38.56,51.0,2083.0,559.0,874.0,524.0,2.0221,3.9751908396946565,1.66793893129771,0.2683629380700912,1,0,0,0
11007,1.0,-117.78,33.76,25.0,2260.0,261.0,719.0,254.0,11.4537,8.89763779527559,2.8307086614173227,0.11548672566371682,0,0,0,0
18071,1.0,-122.01,37.28,22.0,2038.0,260.0,773.0,281.0,9.1569,7.252669039145908,2.7508896797153026,0.12757605495583907,0,0,0,0
12561,1.0,-121.46,38.55,40.0,2077.0,435.0,1454.0,385.0,2.0074,5.394805194805195,3.7766233766233768,0.20943668753009148,1,0,0,0
17261,1.0,-119.72,34.42,52.0,1759.0,387.0,980.0,402.0,4.0125,4.375621890547263,2.4378109452736316,0.22001137009664581,0,0,0,1
13840,1.0,-117.3,34.54,25.0,2546.0,488.0,1338.0,487.0,3.2596,5.227926078028747,2.747433264887064,0.19167321288295366,1,0,0,0
11491,1.0,-117.99,33.7,13.0,4013.0,903.0,1999.0,859.0,4.625,4.671711292200233,2.3271245634458673,0.2250186892599053,0,0,0,0
17272,1.0,-119.71,34.41,18.0,1225.0,317.0,694.0,306.0,3.6823,4.003267973856209,2.2679738562091503,0.2587755102040816,0,0,0,1
7488,1.0,-118.22,33.92,43.0,1195.0,256.0,1251.0,262.0,3.4539,4.561068702290076,4.7748091603053435,0.21422594142259413,0,0,0,0
5611,1.0,-118.27,33.79,26.0,2109.0,651.0,2120.0,605.0,2.1447,3.4859504132231405,3.5041322314049586,0.30867709815078237,0,0,0,0
11480,1.0,-118.03,33.72,24.0,5203.0,957.0,2465.0,946.0,5.163,5.5,2.605708245243129,0.1839323467230444,0,0,0,0
2743,1.0,-115.59,32.79,8.0,2183.0,307.0,1000.0,287.0,6.3814,7.606271777003484,3.484320557491289,0.14063215758131012,1,0,0,0
12263,1.0,-116.89,33.79,12.0,701.0,130.0,434.0,110.0,2.0577,6.372727272727273,3.9454545454545453,0.18544935805991442,1,0,0,0
10496,1.0,-117.66,33.5,16.0,1956.0,346.0,862.0,326.0,4.4732,6.0,2.644171779141104,0.1768916155419223,0,0,0,0
6519,1.0,-118.02,34.07,21.0,3245.0,959.0,3528.0,887.0,2.3236,3.6583990980834273,3.9774520856820743,0.29553158705701077,1,0,0,0
7162,1.0,-118.17,34.04,38.0,385.0,102.0,402.0,95.0,1.625,4.052631578947368,4.231578947368421,0.2649350649350649,0,0,0,0
10602,1.0,-117.81,33.67,8.0,2440.0,502.0,1113.0,483.0,4.6019,5.05175983436853,2.3043478260869565,0.20573770491803278,0,0,0,0
18571,1.0,-121.76,36.92,46.0,947.0,257.0,1120.0,264.0,3.4125,3.587121212121212,4.242424242424242,0.2713833157338965,0,0,0,0
802,1.0,-122.06,37.64,37.0,1468.0,304.0,1038.0,282.0,4.1652,5.205673758865248,3.6808510638297873,0.20708446866485014,0,0,1,0
11504,1.0,-118.1,33.74,37.0,997.0,262.0,531.0,282.0,4.7773,3.5354609929078014,1.8829787234042554,0.26278836509528586,0,0,0,1
8578,1.0,-118.41,33.89,35.0,1194.0,292.0,507.0,295.0,9.0812,4.047457627118644,1.7186440677966102,0.24455611390284757,0,0,0,0
3343,1.0,-122.64,38.71,20.0,531.0,126.0,231.0,96.0,2.625,5.53125,2.40625,0.23728813559322035,1,0,0,0
2802,1.0,-119.03,35.42,45.0,1628.0,352.0,754.0,334.0,2.5703,4.874251497005988,2.2574850299401197,0.21621621621621623,1,0,0,0
15310,1.0,-117.38,33.14,14.0,5039.0,1373.0,1298.0,696.0,3.209,7.239942528735632,1.8649425287356323,0.27247469736058744,0,0,0,1
12350,1.0,-116.5,33.81,26.0,5032.0,1229.0,3086.0,1183.0,2.5399,4.253592561284869,2.6086221470836857,0.2442368839427663,1,0,0,0
11453,1.0,-118.01,33.67,13.0,2902.0,536.0,1125.0,490.0,5.888,5.922448979591837,2.295918367346939,0.1847002067539628,0,0,0,1
6294,1.0,-117.9,34.01,27.0,1702.0,381.0,2091.0,352.0,3.7917,4.8352272727272725,5.940340909090909,0.22385428907168037,0,0,0,0
20075,1.0,-120.28,38.07,13.0,1996.0,410.0,618.0,218.0,2.9083,9.155963302752294,2.834862385321101,0.20541082164328658,1,0,0,0
1240,1.0,-120.19,38.42,11.0,1568.0,369.0,82.0,33.0,3.125,47.515151515151516,2.484848484848485,0.23533163265306123,1,0,0,0
1406,1.0,-122.05,37.95,34.0,1408.0,277.0,738.0,269.0,4.175,5.234200743494424,2.7434944237918217,0.19673295454545456,0,0,1,0
1306,1.0,-121.83,37.99,23.0,1150.0,174.0,572.0,174.0,4.9167,6.609195402298851,3.2873563218390807,0.15130434782608695,1,0,0,0
16560,1.0,-121.37,37.77,19.0,2610.0,474.0,1290.0,452.0,4.1298,5.774336283185841,2.853982300884956,0.18160919540229886,1,0,0,0
5820,1.0,-118.25,34.12,21.0,739.0,265.0,861.0,246.0,2.4856,3.0040650406504064,3.5,0.35859269282814615,0,0,0,0
15507,1.0,-117.08,33.14,15.0,1497.0,250.0,827.0,239.0,4.3846,6.2635983263598325,3.4602510460251046,0.16700066800267202,0,0,0,0
8411,1.0,-118.35,33.94,35.0,1451.0,435.0,1888.0,420.0,2.8462,3.454761904761905,4.495238095238095,0.2997932460372157,0,0,0,0
808,1.0,-122.03,37.62,32.0,2964.0,547.0,1472.0,527.0,4.2468,5.624288425047438,2.793168880455408,0.18454790823211875,0,0,1,0
3092,1.0,-118.47,35.64,17.0,2248.0,535.0,927.0,427.0,1.3023,5.26463700234192,2.17096018735363,0.23798932384341637,1,0,0,0
6872,1.0,-118.09,34.07,38.0,1036.0,226.0,1058.0,235.0,3.2578,4.408510638297872,4.502127659574468,0.21814671814671815,0,0,0,0
1359,1.0,-121.97,38.03,17.0,3685.0,685.0,1939.0,649.0,3.7043,5.677966101694915,2.987673343605547,0.18588873812754408,1,0,0,0
8469,1.0,-118.31,33.91,31.0,1415.0,339.0,874.0,289.0,3.8173,4.896193771626297,3.0242214532871974,0.23957597173144876,0,0,0,0
10560,1.0,-117.7,33.63,23.0,3038.0,473.0,1501.0,436.0,5.5584,6.967889908256881,3.4426605504587156,0.15569453587886767,0,0,0,0
4588,1.0,-118.27,34.05,52.0,1292.0,864.0,2081.0,724.0,0.9563,1.7845303867403315,2.8743093922651934,0.6687306501547987,0,0,0,0
17390,1.0,-120.44,34.96,29.0,2374.0,562.0,1617.0,463.0,2.6531,5.1274298056155505,3.4924406047516197,0.2367312552653749,0,0,0,0
4346,1.0,-118.36,34.12,26.0,3902.0,610.0,1468.0,632.0,8.5136,6.174050632911392,2.3227848101265822,0.15633008713480268,0,0,0,0
16958,1.0,-122.31,37.53,39.0,1160.0,191.0,508.0,185.0,5.9539,6.27027027027027,2.745945945945946,0.1646551724137931,0,0,0,1
10077,1.0,-120.35,39.34,29.0,1986.0,474.0,337.0,100.0,4.0278,19.86,3.37,0.23867069486404835,1,0,0,0
682,1.0,-122.14,37.69,37.0,2141.0,535.0,1093.0,555.0,2.9958,3.857657657657658,1.9693693693693695,0.24988323213451658,0,0,1,0
188,1.0,-122.24,37.79,39.0,1469.0,431.0,1464.0,389.0,2.1638,3.776349614395887,3.763496143958869,0.29339686861810754,0,0,1,0
16143,1.0,-122.47,37.77,52.0,2241.0,443.0,1042.0,377.0,4.1635,5.9442970822281165,2.763925729442971,0.19767960731816153,0,0,1,0
13965,1.0,-116.86,34.23,13.0,4760.0,938.0,309.0,132.0,5.4618,36.06060606060606,2.340909090909091,0.19705882352941176,1,0,0,0
18356,1.0,-122.14,37.38,26.0,2859.0,343.0,951.0,336.0,10.4277,8.508928571428571,2.830357142857143,0.11997201818817768,0,0,1,0
10211,1.0,-117.91,33.89,30.0,1631.0,212.0,523.0,216.0,7.875,7.550925925925926,2.4212962962962963,0.12998160637645617,0,0,0,0
2979,1.0,-119.06,35.33,14.0,5264.0,1064.0,3278.0,1049.0,3.8117,5.018112488083889,3.124880838894185,0.20212765957446807,1,0,0,0
5823,1.0,-118.34,34.21,36.0,1834.0,316.0,864.0,309.0,4.7885,5.935275080906149,2.796116504854369,0.1723009814612868,0,0,0,0
3578,1.0,-118.53,34.24,24.0,2718.0,719.0,3018.0,644.0,2.9076,4.220496894409938,4.686335403726708,0.264532744665195,0,0,0,0
2702,1.0,-115.57,32.85,17.0,1039.0,256.0,728.0,246.0,1.7411,4.223577235772358,2.959349593495935,0.24639076034648702,1,0,0,0
19153,1.0,-122.71,38.34,23.0,2744.0,588.0,1493.0,557.0,3.1781,4.926391382405745,2.680430879712747,0.21428571428571427,0,0,0,0
7596,1.0,-118.25,33.89,35.0,1582.0,391.0,1957.0,404.0,2.4537,3.9158415841584158,4.844059405940594,0.24715549936788875,0,0,0,0
5433,1.0,-118.41,34.02,27.0,2224.0,618.0,1594.0,625.0,3.0833,3.5584,2.5504,0.2778776978417266,0,0,0,0
8675,1.0,-118.32,33.87,28.0,3763.0,762.0,1967.0,724.0,5.3244,5.197513812154696,2.7168508287292816,0.2024980069093808,0,0,0,0
14092,1.0,-117.11,32.76,21.0,2226.0,600.0,1085.0,533.0,2.2604,4.176360225140713,2.0356472795497185,0.2695417789757412,0,0,0,1
18224,1.0,-122.09,37.4,36.0,1575.0,379.0,1036.0,382.0,5.1408,4.12303664921466,2.712041884816754,0.24063492063492065,0,0,1,0
7995,1.0,-118.15,33.85,36.0,1491.0,259.0,699.0,266.0,4.0781,5.605263157894737,2.6278195488721803,0.17370892018779344,0,0,0,0
7464,1.0,-118.19,33.93,42.0,1829.0,391.0,1614.0,377.0,3.1912,4.8514588859416445,4.281167108753316,0.21377802077638053,0,0,0,0
19462,1.0,-120.99,37.68,30.0,1975.0,375.0,732.0,326.0,2.6932,6.058282208588957,2.245398773006135,0.189873417721519,1,0,0,0
11690,1.0,-118.0,33.87,13.0,2086.0,544.0,1356.0,462.0,2.95,4.515151515151516,2.935064935064935,0.2607861936720997,0,0,0,0
1994,1.0,-119.77,36.73,44.0,1960.0,393.0,1286.0,381.0,2.1518,5.1443569553805775,3.3753280839895012,0.20051020408163264,1,0,0,0
1198,1.0,-121.69,39.36,29.0,2220.0,471.0,1170.0,428.0,2.3224,5.186915887850467,2.7336448598130842,0.21216216216216216,1,0,0,0
8453,1.0,-118.35,33.91,25.0,1884.0,554.0,1337.0,549.0,2.8512,3.431693989071038,2.435336976320583,0.2940552016985138,0,0,0,0
5680,1.0,-118.29,33.71,40.0,1933.0,475.0,902.0,412.0,4.25,4.691747572815534,2.1893203883495147,0.24573202276254527,0,0,0,1
8401,1.0,-118.36,33.94,39.0,1390.0,410.0,1666.0,371.0,3.3056,3.746630727762803,4.490566037735849,0.2949640287769784,0,0,0,0
8678,1.0,-118.32,33.88,37.0,1402.0,254.0,722.0,251.0,6.4781,5.585657370517929,2.8764940239043826,0.181169757489301,0,0,0,0
2348,1.0,-119.69,36.8,31.0,2576.0,458.0,1306.0,418.0,3.2813,6.162679425837321,3.124401913875598,0.1777950310559006,1,0,0,0
7789,1.0,-118.07,33.89,29.0,1138.0,217.0,964.0,222.0,4.537,5.126126126126126,4.342342342342342,0.19068541300527242,0,0,0,0
12232,1.0,-116.93,33.74,15.0,3757.0,666.0,1693.0,654.0,3.6806,5.744648318042813,2.58868501529052,0.17726909768432259,1,0,0,0
17893,1.0,-121.92,37.36,42.0,198.0,32.0,158.0,32.0,3.1563,6.1875,4.9375,0.16161616161616163,0,0,0,0
11923,1.0,-117.39,33.95,36.0,1380.0,269.0,598.0,262.0,3.1667,5.267175572519084,2.282442748091603,0.19492753623188405,1,0,0,0
6069,1.0,-117.87,34.02,16.0,3552.0,575.0,2120.0,573.0,6.4333,6.198952879581152,3.699825479930192,0.16188063063063063,0,0,0,0
15019,1.0,-117.02,32.78,33.0,3481.0,708.0,1726.0,719.0,3.3675,4.84144645340751,2.400556328233658,0.2033898305084746,0,0,0,0
18098,1.0,-122.04,37.33,22.0,4011.0,963.0,2206.0,879.0,4.5721,4.563139931740614,2.50967007963595,0.2400897531787584,0,0,0,0
2468,1.0,-119.89,36.64,34.0,1422.0,237.0,716.0,222.0,2.975,6.405405405405405,3.225225225225225,0.16666666666666666,1,0,0,0
5986,1.0,-117.71,34.1,52.0,567.0,152.0,2688.0,126.0,1.875,4.5,21.333333333333332,0.26807760141093473,1,0,0,0
5960,1.0,-117.83,34.11,29.0,2671.0,437.0,1484.0,445.0,4.9844,6.002247191011236,3.3348314606741574,0.1636091351553725,1,0,0,0
6918,1.0,-118.0,33.96,37.0,2414.0,323.0,878.0,305.0,9.1541,7.914754098360656,2.878688524590164,0.13380281690140844,0,0,0,0
1950,1.0,-120.83,38.74,17.0,3685.0,775.0,1714.0,734.0,2.2269,5.020435967302452,2.335149863760218,0.21031207598371776,1,0,0,0
20547,1.0,-121.77,38.68,43.0,2559.0,598.0,1820.0,591.0,2.1927,4.32994923857868,3.0795262267343486,0.23368503321610004,1,0,0,0
9526,1.0,-123.16,39.13,33.0,1320.0,303.0,1048.0,303.0,1.7813,4.356435643564357,3.458745874587459,0.22954545454545455,0,0,0,0
5293,1.0,-118.43,34.07,38.0,3251.0,656.0,1251.0,593.0,7.7382,5.482293423271501,2.109612141652614,0.20178406644109506,0,0,0,0
15802,1.0,-122.44,37.75,28.0,4930.0,1381.0,2232.0,1321.0,4.3232,3.732021196063588,1.6896290688872067,0.28012170385395535,0,0,1,0
4050,1.0,-118.56,34.14,23.0,9657.0,1189.0,3585.0,1162.0,10.4399,8.31067125645439,3.085197934595525,0.12312312312312312,0,0,0,0
14787,1.0,-117.13,32.58,27.0,2511.0,615.0,1427.0,576.0,3.1645,4.359375,2.4774305555555554,0.24492234169653523,0,0,0,1
10558,1.0,-117.72,33.64,16.0,1230.0,242.0,380.0,246.0,2.2969,5.0,1.5447154471544715,0.1967479674796748,0,0,0,0
15813,1.0,-122.42,37.76,52.0,4407.0,1192.0,2280.0,1076.0,3.3937,4.095724907063197,2.1189591078066914,0.27047878375312,0,0,1,0
16172,1.0,-122.54,37.72,17.0,2975.0,968.0,1453.0,828.0,3.527,3.592995169082126,1.7548309178743962,0.3253781512605042,0,0,0,1
8624,1.0,-118.38,33.88,34.0,1830.0,315.0,822.0,307.0,5.0602,5.960912052117264,2.6775244299674266,0.1721311475409836,0,0,0,0
10970,1.0,-117.86,33.77,39.0,4159.0,655.0,1669.0,651.0,4.6111,6.38863287250384,2.563748079877112,0.15748978119740323,0,0,0,0
13751,1.0,-117.15,34.05,9.0,1442.0,219.0,633.0,230.0,5.0227,6.269565217391304,2.752173913043478,0.15187239944521497,1,0,0,0
17669,1.0,-121.86,37.31,24.0,1939.0,652.0,1808.0,625.0,2.2259,3.1024,2.8928,0.33625580195977306,0,0,0,0
17838,1.0,-121.9,37.44,4.0,1646.0,408.0,853.0,410.0,5.0821,4.014634146341463,2.080487804878049,0.24787363304981774,0,0,0,0
3703,1.0,-118.37,34.18,33.0,1829.0,512.0,1345.0,500.0,3.1629,3.658,2.69,0.2799343903772553,0,0,0,0
7587,1.0,-118.23,33.9,34.0,2462.0,553.0,2334.0,502.0,1.641,4.904382470119522,4.649402390438247,0.22461413484971568,0,0,0,0
2024,1.0,-119.78,36.71,35.0,1987.0,394.0,1233.0,383.0,1.3587,5.18798955613577,3.2193211488250655,0.19828887770508305,1,0,0,0
14326,1.0,-117.16,32.71,52.0,845.0,451.0,1230.0,375.0,1.0918,2.2533333333333334,3.28,0.5337278106508876,0,0,0,1
14509,1.0,-117.21,32.87,12.0,1428.0,303.0,528.0,269.0,4.1429,5.308550185873606,1.962825278810409,0.21218487394957983,0,0,0,1
5239,1.0,-118.23,33.93,39.0,2065.0,532.0,2015.0,535.0,0.8478,3.8598130841121496,3.7663551401869158,0.2576271186440678,0,0,0,0
9434,1.0,-120.19,37.53,25.0,1470.0,341.0,706.0,283.0,1.7614,5.19434628975265,2.4946996466431095,0.23197278911564626,1,0,0,0
12526,1.0,-121.48,38.57,38.0,1145.0,324.0,596.0,288.0,1.78,3.9756944444444446,2.0694444444444446,0.28296943231441046,1,0,0,0
11960,1.0,-117.43,33.91,15.0,14281.0,2511.0,7540.0,2245.0,4.3222,6.361247216035634,3.3585746102449887,0.17582802324767174,1,0,0,0
1161,1.0,-121.54,39.51,33.0,3585.0,757.0,1887.0,765.0,2.502,4.686274509803922,2.466666666666667,0.21115760111576012,1,0,0,0
9906,1.0,-122.28,38.32,12.0,4609.0,1005.0,2293.0,960.0,3.4543,4.801041666666666,2.388541666666667,0.2180516380993708,0,0,1,0
2778,1.0,-115.73,33.35,23.0,1586.0,448.0,338.0,182.0,1.2132,8.714285714285714,1.8571428571428572,0.28247162673392184,1,0,0,0
3342,1.0,-122.62,38.73,21.0,1425.0,323.0,727.0,287.0,2.1474,4.965156794425087,2.533101045296167,0.22666666666666666,1,0,0,0
14600,1.0,-117.16,32.81,14.0,4328.0,1100.0,2046.0,1044.0,2.2899,4.145593869731801,1.9597701149425288,0.2541589648798521,0,0,0,1
11626,1.0,-118.06,33.81,25.0,3497.0,513.0,1839.0,544.0,5.4216,6.428308823529412,3.380514705882353,0.14669716900200172,0,0,0,0
5272,1.0,-118.52,34.04,43.0,2167.0,254.0,761.0,256.0,13.6842,8.46484375,2.97265625,0.1172127365020766,0,0,0,0
13428,1.0,-117.45,34.1,9.0,4288.0,1017.0,3156.0,900.0,2.7827,4.764444444444444,3.506666666666667,0.23717350746268656,1,0,0,0
20344,1.0,-119.06,34.23,29.0,3511.0,632.0,2591.0,596.0,3.0219,5.890939597315437,4.347315436241611,0.18000569638279693,0,0,0,0
3004,1.0,-119.01,35.3,7.0,8596.0,1597.0,4893.0,1520.0,3.9054,5.655263157894737,3.219078947368421,0.18578408562121917,1,0,0,0
16149,1.0,-122.47,37.77,52.0,3143.0,635.0,1350.0,623.0,3.8571,5.044943820224719,2.1669341894060996,0.20203627107858735,0,0,1,0
10331,1.0,-117.77,33.84,5.0,4380.0,715.0,1913.0,741.0,6.7274,5.910931174089069,2.5816464237516867,0.1632420091324201,0,0,0,0
9740,1.0,-121.64,36.74,30.0,2628.0,444.0,1372.0,432.0,4.1696,6.083333333333333,3.175925925925926,0.1689497716894977,0,0,0,0
4088,1.0,-118.41,34.15,33.0,4032.0,868.0,1695.0,869.0,4.3468,4.639815880322209,1.9505178365937859,0.2152777777777778,0,0,0,0
6754,1.0,-118.1,34.1,52.0,1788.0,313.0,792.0,294.0,3.75,6.081632653061225,2.693877551020408,0.17505592841163312,0,0,0,0
1242,1.0,-122.0,38.99,39.0,1548.0,323.0,815.0,286.0,2.9489,5.4125874125874125,2.8496503496503496,0.208656330749354,1,0,0,0
16909,1.0,-122.36,37.57,35.0,1774.0,205.0,588.0,207.0,10.7339,8.570048309178745,2.8405797101449277,0.11555806087936867,0,0,0,1
20456,1.0,-118.77,34.27,10.0,1658.0,310.0,1053.0,333.0,4.7574,4.978978978978979,3.1621621621621623,0.18697225572979492,0,0,0,0
19407,1.0,-120.91,37.74,19.0,1690.0,327.0,855.0,296.0,3.25,5.70945945945946,2.8885135135135136,0.19349112426035503,1,0,0,0
1285,1.0,-121.82,38.01,50.0,1120.0,281.0,625.0,239.0,1.5988,4.686192468619247,2.6150627615062763,0.25089285714285714,1,0,0,0
20380,1.0,-118.83,34.14,16.0,1316.0,194.0,450.0,173.0,10.1597,7.606936416184971,2.601156069364162,0.1474164133738602,0,0,0,1
18340,1.0,-122.14,37.43,52.0,1944.0,308.0,696.0,293.0,8.2664,6.63481228668942,2.3754266211604094,0.15843621399176955,0,0,1,0
9542,1.0,-120.75,37.37,32.0,1656.0,317.0,1037.0,286.0,2.4964,5.79020979020979,3.625874125874126,0.19142512077294685,1,0,0,0
5520,1.0,-118.39,33.97,46.0,2198.0,352.0,839.0,335.0,6.5778,6.561194029850746,2.5044776119402985,0.16014558689717925,0,0,0,0
5284,1.0,-118.47,34.05,25.0,2689.0,719.0,1229.0,663.0,3.5909,4.055806938159879,1.8536953242835597,0.26738564522127184,0,0,0,0
13903,1.0,-116.38,34.2,14.0,4985.0,1238.0,2517.0,954.0,2.0674,5.2253668763102725,2.638364779874214,0.24834503510531594,1,0,0,0
4692,1.0,-118.36,34.07,52.0,2046.0,451.0,944.0,435.0,3.4265,4.703448275862069,2.170114942528736,0.22043010752688172,0,0,0,0
13017,1.0,-121.2,38.7,28.0,2970.0,471.0,1379.0,463.0,4.3214,6.4146868250539955,2.978401727861771,0.15858585858585858,1,0,0,0
5266,1.0,-118.55,34.04,41.0,1482.0,239.0,617.0,242.0,8.8619,6.12396694214876,2.549586776859504,0.1612685560053981,0,0,0,0
17028,1.0,-122.26,37.52,34.0,483.0,131.0,291.0,157.0,3.0833,3.0764331210191083,1.8535031847133758,0.2712215320910973,0,0,0,1
11187,1.0,-117.95,33.83,36.0,1380.0,237.0,690.0,234.0,3.8214,5.897435897435898,2.948717948717949,0.17173913043478262,0,0,0,0
5587,1.0,-118.31,33.8,30.0,3096.0,757.0,2048.0,704.0,3.125,4.3977272727272725,2.909090909090909,0.24450904392764858,0,0,0,0
11644,1.0,-118.04,33.81,22.0,4057.0,624.0,2204.0,643.0,5.8527,6.309486780715397,3.4276827371695178,0.15380823268424945,0,0,0,0
9499,1.0,-123.53,38.93,38.0,1706.0,355.0,506.0,211.0,2.5625,8.085308056872037,2.3981042654028437,0.20808909730363423,0,0,0,1
19417,1.0,-121.14,37.7,29.0,1343.0,223.0,751.0,225.0,3.2391,5.9688888888888885,3.3377777777777777,0.16604616530156366,1,0,0,0
863,1.0,-122.0,37.58,6.0,4405.0,717.0,2071.0,688.0,5.8151,6.402616279069767,3.010174418604651,0.16276958002270148,0,0,0,0
8910,1.0,-118.48,34.02,22.0,1249.0,483.0,1106.0,481.0,2.5261,2.5966735966735968,2.2993762993762994,0.3867093674939952,0,0,0,0
1411,1.0,-122.08,37.93,35.0,4043.0,689.0,1832.0,662.0,5.0761,6.1072507552870094,2.7673716012084593,0.17041800643086816,0,0,1,0
14799,1.0,-117.11,32.58,12.0,1086.0,294.0,870.0,290.0,2.4213,3.7448275862068967,3.0,0.27071823204419887,0,0,0,1
13998,1.0,-116.96,34.83,30.0,1211.0,289.0,611.0,230.0,1.6667,5.265217391304348,2.6565217391304348,0.23864574731626756,1,0,0,0
11564,1.0,-117.98,33.76,24.0,1880.0,405.0,967.0,418.0,4.4545,4.497607655502392,2.313397129186603,0.2154255319148936,0,0,0,0
20558,1.0,-121.8,38.67,10.0,2086.0,380.0,1073.0,378.0,4.5526,5.518518518518518,2.8386243386243386,0.18216682646212848,1,0,0,0
17106,1.0,-122.2,37.46,40.0,1723.0,208.0,976.0,209.0,9.8892,8.24401913875598,4.669856459330144,0.12071967498549042,0,0,0,1
14394,1.0,-117.24,32.75,41.0,1989.0,514.0,1015.0,489.0,2.79,4.067484662576687,2.0756646216768915,0.2584213172448467,0,0,0,1
3439,1.0,-118.41,34.27,38.0,858.0,203.0,1250.0,204.0,2.9219,4.205882352941177,6.127450980392157,0.2365967365967366,0,0,0,0
10158,1.0,-117.96,33.9,9.0,1899.0,284.0,1070.0,293.0,7.2532,6.48122866894198,3.651877133105802,0.14955239599789363,0,0,0,0
2298,1.0,-119.77,36.81,25.0,1565.0,271.0,661.0,275.0,3.4279,5.6909090909090905,2.403636363636364,0.1731629392971246,1,0,0,0
12670,1.0,-121.46,38.48,8.0,3593.0,659.0,1710.0,530.0,3.5227,6.779245283018868,3.2264150943396226,0.1834121903701642,1,0,0,0
11110,1.0,-117.89,33.85,13.0,1583.0,474.0,1672.0,432.0,3.2303,3.6643518518518516,3.8703703703703702,0.2994314592545799,0,0,0,0
9235,1.0,-120.09,37.02,9.0,1608.0,297.0,1057.0,295.0,3.7143,5.450847457627119,3.5830508474576273,0.18470149253731344,1,0,0,0
743,1.0,-122.11,37.67,38.0,1035.0,247.0,599.0,224.0,3.0917,4.620535714285714,2.674107142857143,0.23864734299516907,0,0,1,0
7674,1.0,-118.09,33.92,36.0,2381.0,419.0,1669.0,444.0,4.6976,5.362612612612613,3.759009009009009,0.1759764804703906,0,0,0,0
4227,1.0,-118.29,34.1,43.0,1711.0,443.0,1190.0,429.0,3.5172,3.988344988344988,2.773892773892774,0.25891291642314435,0,0,0,0
1528,1.0,-122.07,37.89,38.0,2139.0,343.0,809.0,340.0,5.5636,6.291176470588235,2.3794117647058823,0.16035530621785882,0,0,1,0
