,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
15310,-121.93,37.25,21.0,1354.0,289.0,639.0,273.0,4.5333,<1H OCEAN
19017,-122.07,37.33,13.0,2173.0,349.0,891.0,345.0,8.0158,<1H OCEAN
10908,-118.92,35.13,29.0,1297.0,262.0,909.0,253.0,1.9236,INLAND
4671,-119.73,36.81,19.0,1699.0,356.0,994.0,368.0,2.7778,INLAND
13324,-119.97,38.94,26.0,1485.0,334.0,406.0,180.0,1.9667,INLAND
3483,-117.71,33.54,7.0,4907.0,577.0,1883.0,556.0,10.4415,<1H OCEAN
6203,-117.43,34.09,18.0,3172.0,632.0,1621.0,573.0,2.7437,INLAND
7931,-118.15,33.93,25.0,1948.0,433.0,1128.0,429.0,3.7614,<1H OCEAN
15349,-117.91,33.76,20.0,4413.0,,4818.0,1063.0,2.8594,<1H OCEAN
6263,-117.06,32.58,13.0,3435.0,708.0,1761.0,699.0,3.4792,NEAR OCEAN
2841,-120.0,38.93,17.0,8005.0,1382.0,999.0,383.0,3.9722,INLAND
15318,-116.97,33.75,22.0,3740.0,965.0,2011.0,824.0,1.3039,INLAND
15114,-122.62,38.25,24.0,2388.0,358.0,1187.0,362.0,4.6534,<1H OCEAN
16146,-117.32,34.12,37.0,2868.0,574.0,2055.0,563.0,2.3508,INLAND
19366,-121.85,39.77,17.0,5273.0,1177.0,2446.0,1199.0,1.9362,INLAND
13558,-118.12,34.12,52.0,2907.0,317.0,956.0,279.0,15.0001,<1H OCEAN
9765,-117.14,32.74,47.0,1494.0,327.0,689.0,304.0,3.125,NEAR OCEAN
18404,-119.89,36.7,32.0,1485.0,269.0,867.0,271.0,2.5809,INLAND
17660,-118.09,33.99,35.0,2787.0,639.0,1923.0,614.0,3.5757,<1H OCEAN
11103,-118.74,34.26,22.0,4337.0,673.0,2347.0,636.0,5.4091,<1H OCEAN
18086,-119.0,35.39,42.0,2839.0,516.0,1203.0,487.0,3.7708,INLAND
16526,-117.72,33.61,26.0,2033.0,463.0,618.0,450.0,2.5685,<1H OCEAN
11490,-118.14,34.68,33.0,2815.0,485.0,1447.0,489.0,4.2679,INLAND
18653,-120.84,37.5,47.0,2310.0,484.0,1126.0,447.0,2.2083,INLAND
1081,-117.75,33.71,15.0,2849.0,537.0,878.0,520.0,3.2841,<1H OCEAN
11498,-122.11,37.64,8.0,3592.0,849.0,1907.0,746.0,3.6708,NEAR BAY
9027,-117.24,32.74,43.0,2216.0,375.0,918.0,388.0,5.5289,NEAR OCEAN
8667,-121.21,38.67,19.0,2987.0,626.0,1610.0,605.0,3.0533,INLAND
3287,-121.88,37.34,44.0,1267.0,353.0,1018.0,327.0,2.4196,<1H OCEAN
15467,-118.41,33.96,32.0,1044.0,219.0,567.0,222.0,4.1471,<1H OCEAN
9642,-118.12,34.06,35.0,1729.0,438.0,1308.0,412.0,2.5321,<1H OCEAN
948,-117.95,35.13,4.0,2630.0,502.0,1150.0,422.0,4.25,INLAND
12876,-124.22,41.73,28.0,3003.0,699.0,1530.0,653.0,1.7038,NEAR OCEAN
18867,-117.07,32.77,38.0,3779.0,614.0,1495.0,614.0,4.3529,NEAR OCEAN
19959,-117.04,32.6,18.0,4747.0,846.0,3002.0,872.0,3.9076,NEAR OCEAN
1678,-118.2,34.12,52.0,1580.0,426.0,1462.0,406.0,3.3326,<1H OCEAN
12102,-118.38,34.21,33.0,1981.0,484.0,1665.0,466.0,3.0833,<1H OCEAN
2401,-118.46,34.04,19.0,3522.0,1036.0,1820.0,977.0,3.2663,<1H OCEAN
3541,-117.14,32.71,52.0,800.0,313.0,1337.0,282.0,1.5594,NEAR OCEAN
8668,-122.1,37.96,20.0,3796.0,650.0,1679.0,611.0,4.3571,NEAR BAY
15137,-118.79,34.14,7.0,3003.0,504.0,1143.0,466.0,5.8548,NEAR OCEAN
3362,-121.44,38.65,28.0,1219.0,240.0,559.0,212.0,3.8295,INLAND
16370,-121.99,38.27,16.0,4138.0,758.0,1762.0,723.0,3.1979,INLAND
5537,-122.19,37.47,44.0,1371.0,263.0,589.0,301.0,4.8068,NEAR BAY
5066,-120.81,37.53,15.0,570.0,123.0,189.0,107.0,1.875,INLAND
16126,-118.42,33.75,22.0,17591.0,2604.0,6897.0,2492.0,8.2831,NEAR OCEAN
1049,-118.24,34.16,52.0,2187.0,284.0,733.0,274.0,9.5823,<1H OCEAN
13246,-122.48,37.77,52.0,2556.0,595.0,1202.0,568.0,3.8899,NEAR BAY
4525,-118.84,34.21,16.0,4975.0,949.0,2537.0,971.0,5.2361,<1H OCEAN
13250,-122.3,37.87,10.0,503.0,118.0,228.0,100.0,2.1705,NEAR BAY
9977,-117.91,33.66,26.0,5761.0,1326.0,2681.0,1116.0,4.0341,<1H OCEAN
764,-118.11,34.16,52.0,2489.0,437.0,1101.0,438.0,4.2065,INLAND
20566,-121.84,38.65,29.0,3167.0,548.0,1554.0,534.0,4.3487,INLAND
9350,-120.42,34.95,52.0,1391.0,287.0,632.0,276.0,1.7431,<1H OCEAN
19740,-118.31,34.02,46.0,2217.0,489.0,1227.0,448.0,1.6851,<1H OCEAN
788,-118.39,33.89,40.0,826.0,143.0,389.0,147.0,7.1845,<1H OCEAN
5557,-118.08,34.0,32.0,1165.0,358.0,997.0,361.0,0.9817,<1H OCEAN
1162,-121.82,37.37,42.0,2913.0,577.0,1873.0,580.0,3.7214,<1H OCEAN
18119,-118.09,34.63,31.0,1537.0,416.0,1239.0,397.0,1.9722,INLAND
20551,-121.78,38.69,31.0,2547.0,535.0,1579.0,509.0,2.6774,INLAND
9590,-119.72,36.81,28.0,1651.0,305.0,780.0,309.0,2.9453,INLAND
8887,-117.97,33.84,18.0,1063.0,209.0,462.0,223.0,2.8348,<1H OCEAN
12163,-117.9,33.61,19.0,2897.0,413.0,860.0,367.0,13.1738,<1H OCEAN
9013,-117.25,32.72,36.0,2632.0,450.0,2038.0,419.0,6.5319,NEAR OCEAN
5897,-121.26,37.88,42.0,465.0,93.0,256.0,93.0,3.1719,INLAND
14454,-117.98,33.7,16.0,5127.0,631.0,2142.0,596.0,7.8195,<1H OCEAN
17075,-122.24,38.12,39.0,2967.0,500.0,1243.0,523.0,4.2902,NEAR BAY
11214,-117.96,33.87,27.0,890.0,289.0,416.0,200.0,3.141,<1H OCEAN
15692,-119.68,36.62,31.0,834.0,229.0,616.0,211.0,1.6602,INLAND
6216,-117.95,33.82,35.0,1117.0,181.0,496.0,168.0,4.3269,<1H OCEAN
1873,-118.22,33.91,28.0,1847.0,500.0,2263.0,473.0,1.5161,<1H OCEAN
19813,-120.44,34.65,30.0,2265.0,512.0,1402.0,471.0,1.975,NEAR OCEAN
7368,-119.81,37.67,24.0,172.0,42.0,79.0,30.0,3.8333,INLAND
5140,-118.29,34.25,8.0,5568.0,1514.0,3565.0,1374.0,3.0795,<1H OCEAN
17684,-117.05,32.82,16.0,4046.0,731.0,1684.0,701.0,4.2312,<1H OCEAN
5565,-118.5,34.2,18.0,4249.0,933.0,2047.0,909.0,4.1304,<1H OCEAN
8278,-118.11,34.15,26.0,2193.0,558.0,1186.0,559.0,3.6474,<1H OCEAN
3820,-122.44,37.76,52.0,2959.0,683.0,1145.0,666.0,4.2222,NEAR BAY
17302,-118.35,33.98,33.0,1884.0,477.0,1518.0,449.0,3.1194,<1H OCEAN
15835,-122.4,37.8,52.0,2094.0,568.0,920.0,503.0,4.2015,NEAR BAY
9428,-117.87,33.6,20.0,3212.0,572.0,1064.0,526.0,6.6155,<1H OCEAN
16937,-117.86,33.61,15.0,3191.0,482.0,930.0,447.0,8.6001,<1H OCEAN
17933,-121.93,37.73,8.0,831.0,231.0,404.0,224.0,3.375,<1H OCEAN
11750,-117.13,32.97,10.0,3486.0,469.0,1700.0,483.0,6.4696,<1H OCEAN
5709,-120.98,38.66,9.0,2073.0,404.0,916.0,373.0,3.225,INLAND
20607,-121.57,39.1,28.0,1442.0,333.0,832.0,286.0,1.8413,INLAND
3305,-122.3,37.57,36.0,1973.0,352.0,1169.0,370.0,5.033,NEAR BAY
7672,-115.6,33.04,31.0,314.0,61.0,152.0,56.0,3.3472,INLAND
17300,-117.98,34.04,34.0,2547.0,537.0,2108.0,498.0,3.4722,<1H OCEAN
13844,-117.97,34.14,15.0,3595.0,964.0,1839.0,877.0,2.6014,INLAND
9250,-122.01,36.99,41.0,2548.0,508.0,1290.0,488.0,3.6902,NEAR OCEAN
8006,-121.91,36.98,16.0,1957.0,408.0,865.0,369.0,2.6875,NEAR OCEAN
14935,-122.48,37.7,33.0,4492.0,,3477.0,1537.0,3.0546,NEAR OCEAN
2191,-121.91,36.62,40.0,1292.0,271.0,504.0,230.0,2.475,<1H OCEAN
9378,-122.44,37.8,52.0,2869.0,594.0,500.0,335.0,5.0376,NEAR BAY
3822,-122.44,37.72,52.0,1380.0,272.0,847.0,284.0,3.7143,NEAR BAY
12730,-117.88,33.65,24.0,4879.0,756.0,1777.0,754.0,5.9055,<1H OCEAN
12175,-122.1,40.05,26.0,633.0,129.0,305.0,140.0,2.1827,INLAND
17342,-122.24,37.81,52.0,2485.0,313.0,953.0,327.0,6.8591,NEAR BAY
15241,-118.21,34.04,37.0,845.0,249.0,881.0,252.0,2.2454,<1H OCEAN
15539,-120.43,34.93,10.0,2980.0,585.0,1593.0,562.0,3.285,<1H OCEAN
13336,-118.27,34.07,32.0,1657.0,579.0,2071.0,598.0,2.1135,<1H OCEAN
16013,-121.7,39.07,26.0,2668.0,510.0,1437.0,505.0,3.3125,INLAND
6006,-122.2,37.47,37.0,1403.0,369.0,1587.0,331.0,2.8258,NEAR BAY
308,-120.04,36.93,11.0,3606.0,699.0,2074.0,644.0,2.6941,INLAND
16539,-121.03,37.67,24.0,2162.0,459.0,1468.0,441.0,3.1857,INLAND
16408,-118.13,34.01,40.0,2412.0,629.0,2119.0,600.0,2.075,<1H OCEAN
13697,-122.37,40.39,12.0,3783.0,702.0,1970.0,639.0,3.3005,INLAND
9593,-122.36,37.58,37.0,3325.0,734.0,1468.0,692.0,4.0987,NEAR OCEAN
8239,-122.11,37.43,35.0,3584.0,535.0,1405.0,538.0,7.3023,NEAR BAY
19513,-117.49,33.98,17.0,2727.0,462.0,1691.0,448.0,4.8371,INLAND
8990,-118.62,34.15,26.0,5661.0,791.0,2493.0,780.0,7.9814,<1H OCEAN
19252,-118.13,34.03,42.0,2203.0,467.0,1470.0,488.0,2.8385,<1H OCEAN
11065,-119.02,35.43,39.0,2033.0,370.0,956.0,379.0,3.1736,INLAND
16397,-117.39,34.11,5.0,2987.0,457.0,1821.0,485.0,4.8889,INLAND
9761,-117.27,34.06,20.0,5258.0,1514.0,3780.0,1404.0,2.025,INLAND
8543,-118.42,34.02,21.0,3244.0,815.0,1423.0,781.0,3.6488,<1H OCEAN
5022,-120.02,39.24,22.0,2309.0,571.0,919.0,342.0,3.0057,INLAND
19891,-120.75,37.69,24.0,2282.0,423.0,1167.0,398.0,3.8214,INLAND
4673,-118.33,33.98,32.0,1784.0,489.0,1472.0,476.0,1.6477,<1H OCEAN
10634,-117.07,32.58,25.0,1607.0,280.0,899.0,260.0,3.8194,NEAR OCEAN
587,-117.71,34.1,52.0,567.0,152.0,2688.0,126.0,1.875,INLAND
10074,-122.47,37.78,52.0,2042.0,378.0,1153.0,408.0,4.1856,NEAR BAY
12388,-122.22,37.78,50.0,1920.0,530.0,1525.0,477.0,1.4886,NEAR BAY
12176,-117.08,33.04,10.0,2577.0,347.0,1193.0,365.0,6.53,<1H OCEAN
7999,-120.93,37.73,14.0,2799.0,,2294.0,596.0,2.6343,INLAND
4312,-122.28,37.9,52.0,2318.0,328.0,779.0,312.0,7.1754,NEAR BAY
13933,-121.65,39.76,31.0,1599.0,318.0,794.0,303.0,3.0,INLAND
12554,-120.06,36.72,32.0,981.0,237.0,736.0,249.0,1.8,INLAND
2015,-119.94,38.92,24.0,1258.0,216.0,235.0,96.0,4.6,INLAND
13725,-118.19,33.97,30.0,1790.0,556.0,1827.0,520.0,1.7562,<1H OCEAN
15512,-118.84,34.22,11.0,3170.0,420.0,1418.0,432.0,7.5118,<1H OCEAN
14634,-117.07,32.74,38.0,1901.0,392.0,1099.0,406.0,2.7661,NEAR OCEAN
3893,-119.02,35.34,38.0,1463.0,294.0,692.0,295.0,2.3125,INLAND
9757,-117.79,33.77,23.0,3596.0,451.0,1292.0,458.0,8.5403,<1H OCEAN
10848,-118.91,35.37,32.0,4121.0,755.0,2590.0,721.0,3.3462,INLAND
5707,-122.45,38.28,20.0,3306.0,503.0,1374.0,460.0,5.7984,NEAR BAY
18559,-122.33,38.31,14.0,6778.0,947.0,2768.0,1014.0,6.1953,NEAR BAY
13294,-118.85,35.2,17.0,2783.0,678.0,2566.0,641.0,1.9907,INLAND
13738,-122.49,37.99,27.0,5470.0,755.0,1916.0,764.0,6.994,NEAR BAY
5278,-118.32,33.99,48.0,1260.0,284.0,791.0,280.0,2.1875,<1H OCEAN
10647,-122.24,40.19,29.0,1912.0,336.0,859.0,325.0,3.7,INLAND
18033,-117.23,33.01,18.0,3961.0,511.0,1541.0,470.0,11.1118,NEAR OCEAN
3329,-121.42,38.6,36.0,1327.0,209.0,613.0,230.0,3.8672,INLAND
12373,-119.08,35.34,15.0,1474.0,235.0,768.0,238.0,4.1528,INLAND
3940,-119.35,35.58,13.0,1657.0,362.0,1186.0,376.0,1.1903,INLAND
3700,-121.8,37.99,16.0,3077.0,465.0,1575.0,446.0,5.5,INLAND
8709,-121.35,38.56,16.0,2278.0,370.0,1203.0,371.0,5.0622,INLAND
7884,-118.16,33.84,36.0,1348.0,234.0,643.0,221.0,3.6447,<1H OCEAN
1301,-118.38,33.84,25.0,5775.0,1149.0,2637.0,1117.0,5.4968,<1H OCEAN
18741,-122.67,38.43,17.0,2007.0,400.0,895.0,403.0,3.2813,<1H OCEAN
20123,-118.44,34.24,36.0,1660.0,301.0,1225.0,307.0,4.095,<1H OCEAN
6436,-122.28,37.54,24.0,5114.0,1357.0,3169.0,1268.0,3.9699,NEAR OCEAN
19720,-117.93,33.83,32.0,1792.0,411.0,1131.0,381.0,2.4942,<1H OCEAN
17177,-118.27,34.0,40.0,2099.0,599.0,2311.0,529.0,1.852,<1H OCEAN
14290,-118.13,33.97,34.0,1736.0,297.0,823.0,292.0,5.4042,<1H OCEAN
5473,-118.43,34.06,31.0,1317.0,284.0,523.0,274.0,7.4219,<1H OCEAN
15280,-118.09,34.1,27.0,6010.0,1532.0,3620.0,1445.0,2.7436,<1H OCEAN
8776,-122.02,37.88,16.0,3031.0,438.0,1087.0,421.0,7.3732,NEAR BAY
7685,-122.12,37.44,33.0,2974.0,623.0,1435.0,588.0,5.485,NEAR BAY
3311,-121.89,38.01,32.0,1000.0,188.0,663.0,212.0,4.0972,INLAND
2795,-117.8,33.68,14.0,2635.0,516.0,1150.0,499.0,4.4391,<1H OCEAN
12671,-117.01,32.63,7.0,6483.0,976.0,3269.0,1005.0,5.7358,NEAR OCEAN
15947,-122.1,37.63,29.0,2172.0,435.0,1377.0,408.0,3.7895,NEAR BAY
16679,-118.24,33.96,34.0,946.0,254.0,1101.0,239.0,1.7396,<1H OCEAN
14324,-117.62,34.11,17.0,1869.0,311.0,831.0,262.0,6.148,INLAND
18221,-117.05,32.76,46.0,1887.0,359.0,795.0,358.0,3.25,NEAR OCEAN
18511,-119.88,34.4,25.0,2741.0,623.0,2272.0,624.0,2.2647,NEAR OCEAN
3400,-117.9,34.13,37.0,1801.0,422.0,1564.0,425.0,3.1597,<1H OCEAN
820,-119.69,36.43,29.0,1799.0,356.0,1278.0,387.0,1.7813,INLAND
14708,-121.81,37.25,20.0,3398.0,771.0,1231.0,744.0,2.0288,<1H OCEAN
10568,-122.41,37.79,52.0,3598.0,1011.0,2062.0,966.0,2.9871,NEAR BAY
19492,-115.62,33.04,20.0,1121.0,244.0,766.0,230.0,2.2969,INLAND
9168,-117.31,33.0,30.0,1631.0,310.0,665.0,297.0,6.8443,NEAR OCEAN
3678,-119.33,36.3,12.0,2172.0,352.0,1013.0,354.0,4.9464,INLAND
8049,-122.36,37.57,35.0,1774.0,205.0,588.0,207.0,10.7339,NEAR OCEAN
19362,-121.16,38.75,27.0,771.0,108.0,315.0,111.0,8.4882,INLAND
11785,-117.86,33.72,37.0,1429.0,428.0,2089.0,399.0,3.413,<1H OCEAN
7445,-116.22,33.74,26.0,4120.0,858.0,2918.0,815.0,3.3107,INLAND
3322,-119.02,35.34,34.0,2861.0,510.0,1375.0,486.0,3.4286,INLAND
10416,-118.37,33.97,21.0,3616.0,1060.0,2515.0,945.0,2.7464,<1H OCEAN
4991,-118.55,34.28,16.0,8879.0,,3468.0,1200.0,8.1125,<1H OCEAN
18335,-121.58,39.51,24.0,1865.0,372.0,1087.0,385.0,1.6389,INLAND
6049,-118.87,35.37,14.0,2458.0,433.0,1352.0,411.0,3.5441,INLAND
112,-117.71,33.65,16.0,3774.0,456.0,1587.0,430.0,8.6088,<1H OCEAN
13932,-118.12,33.89,22.0,6876.0,1960.0,5162.0,1879.0,2.9293,<1H OCEAN
12360,-118.12,33.94,33.0,2206.0,393.0,973.0,364.0,4.675,<1H OCEAN
9965,-122.4,37.58,26.0,3281.0,,1145.0,480.0,6.358,NEAR OCEAN
7760,-117.86,33.84,19.0,1725.0,392.0,920.0,400.0,3.0087,<1H OCEAN
5704,-118.19,34.04,45.0,963.0,234.0,1194.0,239.0,2.1806,<1H OCEAN
15100,-119.84,36.78,24.0,3242.0,795.0,2764.0,773.0,1.3385,INLAND
15414,-120.63,35.27,23.0,1630.0,253.0,704.0,263.0,5.156,NEAR OCEAN
4913,-118.36,34.09,36.0,1616.0,465.0,773.0,429.0,2.6,<1H OCEAN
10282,-118.61,34.73,25.0,3080.0,587.0,1558.0,510.0,5.0839,INLAND
10683,-117.32,34.54,9.0,5904.0,1165.0,3489.0,1063.0,3.125,INLAND
4409,-120.88,38.45,25.0,1374.0,297.0,657.0,288.0,2.5476,INLAND
13727,-122.64,41.73,50.0,1525.0,308.0,661.0,285.0,2.2206,INLAND
15853,-118.24,33.91,40.0,972.0,240.0,761.0,225.0,1.4688,<1H OCEAN
18146,-118.09,34.7,6.0,4558.0,804.0,1543.0,563.0,2.8548,INLAND
2052,-116.91,32.8,32.0,1943.0,287.0,1081.0,292.0,5.6846,<1H OCEAN
631,-117.67,33.46,24.0,3571.0,722.0,1409.0,543.0,4.6518,<1H OCEAN
17369,-118.32,33.97,52.0,1778.0,320.0,795.0,279.0,3.5114,<1H OCEAN
9326,-118.96,34.18,16.0,3137.0,462.0,1384.0,436.0,6.1306,<1H OCEAN
11063,-117.89,33.77,32.0,2342.0,570.0,1445.0,453.0,4.1951,<1H OCEAN
4756,-118.37,33.93,46.0,1130.0,201.0,503.0,196.0,4.4861,<1H OCEAN
12056,-117.81,33.68,4.0,1545.0,304.0,788.0,296.0,4.5469,<1H OCEAN
20217,-121.26,37.95,44.0,819.0,184.0,677.0,183.0,1.725,INLAND
215,-122.2,37.75,36.0,606.0,132.0,531.0,133.0,1.5809,NEAR BAY
7121,-121.29,38.12,18.0,1534.0,275.0,741.0,263.0,3.9607,INLAND
20568,-121.78,38.66,18.0,4224.0,632.0,1907.0,641.0,4.8226,INLAND
19265,-122.13,37.71,44.0,1613.0,339.0,776.0,346.0,3.1103,NEAR BAY
1943,-121.62,36.68,43.0,2534.0,592.0,2448.0,603.0,2.4884,<1H OCEAN
4486,-118.14,34.15,41.0,1256.0,407.0,855.0,383.0,1.9923,<1H OCEAN
14394,-118.05,33.71,25.0,4150.0,570.0,1424.0,547.0,8.8281,NEAR OCEAN
19440,-118.32,34.04,48.0,1184.0,328.0,953.0,311.0,2.3526,<1H OCEAN
9175,-115.8,33.26,2.0,96.0,18.0,30.0,16.0,5.3374,INLAND
2054,-122.02,37.87,14.0,3056.0,369.0,1209.0,377.0,8.4352,NEAR BAY
16944,-119.17,34.22,29.0,4188.0,816.0,2783.0,790.0,4.1949,NEAR OCEAN
7258,-119.63,36.58,22.0,1794.0,435.0,1127.0,359.0,1.2647,INLAND
3188,-117.38,33.89,12.0,3964.0,524.0,1707.0,549.0,5.1624,INLAND
821,-117.3,34.53,38.0,1643.0,489.0,1196.0,406.0,1.2275,INLAND
5799,-121.89,39.71,26.0,2741.0,451.0,1217.0,437.0,3.7007,INLAND
2421,-122.13,37.46,31.0,2247.0,573.0,1711.0,511.0,3.2642,NEAR BAY
9696,-121.0,37.64,19.0,121.0,41.0,658.0,41.0,0.9573,INLAND
11972,-122.06,37.37,18.0,3058.0,661.0,1377.0,675.0,6.1299,<1H OCEAN
10831,-118.31,34.03,46.0,2173.0,510.0,1343.0,476.0,2.025,<1H OCEAN
8797,-118.19,33.85,45.0,1167.0,302.0,773.0,287.0,3.2798,NEAR OCEAN
12323,-118.01,33.84,35.0,4166.0,713.0,2354.0,709.0,5.1775,<1H OCEAN
10730,-117.68,34.04,27.0,574.0,103.0,321.0,103.0,3.9107,INLAND
16334,-117.12,32.77,43.0,2167.0,464.0,977.0,461.0,3.125,NEAR OCEAN
5945,-117.67,35.63,32.0,3661.0,787.0,1613.0,706.0,3.0687,INLAND
9535,-120.88,37.52,2.0,1871.0,409.0,707.0,256.0,2.6103,INLAND
10294,-121.02,37.09,17.0,1118.0,270.0,560.0,244.0,2.0216,INLAND
3687,-122.33,37.57,20.0,2126.0,643.0,1112.0,597.0,3.625,NEAR OCEAN
14925,-117.88,33.75,50.0,1344.0,228.0,747.0,234.0,4.5125,<1H OCEAN
9723,-118.11,33.94,37.0,1434.0,262.0,786.0,256.0,4.4375,<1H OCEAN
16261,-117.91,34.12,33.0,1391.0,309.0,1038.0,298.0,4.1944,<1H OCEAN
18262,-122.33,37.56,50.0,1975.0,245.0,644.0,251.0,10.0743,NEAR OCEAN
335,-117.13,32.74,52.0,1512.0,321.0,651.0,321.0,3.6852,NEAR OCEAN
2413,-119.96,35.99,25.0,1047.0,270.0,1505.0,286.0,2.0976,INLAND
18656,-122.02,37.31,33.0,2563.0,434.0,1230.0,418.0,6.3197,<1H OCEAN
14205,-118.16,34.01,36.0,931.0,246.0,732.0,235.0,1.7679,<1H OCEAN
10588,-122.57,38.58,18.0,2083.0,506.0,926.0,487.0,1.9925,INLAND
20501,-121.67,40.61,8.0,2411.0,463.0,786.0,297.0,2.1513,INLAND
13078,-118.19,34.05,29.0,855.0,199.0,785.0,169.0,2.6964,<1H OCEAN
12564,-121.97,37.36,36.0,765.0,134.0,306.0,136.0,4.575,<1H OCEAN
20465,-121.03,37.68,27.0,1956.0,327.0,1004.0,307.0,3.7857,INLAND
1578,-121.82,37.23,25.0,2349.0,394.0,1266.0,383.0,4.9688,<1H OCEAN
1889,-118.31,34.02,41.0,1046.0,216.0,727.0,201.0,1.6667,<1H OCEAN
6522,-118.0,34.16,52.0,1354.0,227.0,531.0,206.0,4.8059,INLAND
19378,-122.13,37.71,44.0,1421.0,298.0,609.0,270.0,3.5781,NEAR BAY
8305,-118.19,33.98,36.0,4179.0,,4582.0,1196.0,2.0087,<1H OCEAN
3895,-122.53,37.92,45.0,1530.0,324.0,608.0,328.0,3.875,NEAR BAY
4852,-119.19,34.21,28.0,4194.0,811.0,2556.0,856.0,4.2227,NEAR OCEAN
20541,-121.7,38.54,13.0,6819.0,1158.0,2828.0,1115.0,4.6225,INLAND
10026,-118.17,34.11,26.0,4971.0,996.0,2370.0,932.0,4.9676,<1H OCEAN
5916,-119.71,36.83,15.0,2727.0,500.0,1228.0,436.0,3.5078,INLAND
2567,-117.45,33.94,12.0,3539.0,869.0,1987.0,859.0,2.1023,INLAND
9059,-118.32,33.9,37.0,1664.0,401.0,1316.0,409.0,3.0526,<1H OCEAN
19553,-122.33,37.58,40.0,2362.0,468.0,992.0,425.0,4.7917,NEAR OCEAN
12845,-118.33,33.84,36.0,1364.0,251.0,668.0,245.0,5.3131,<1H OCEAN
7340,-120.85,37.55,45.0,350.0,62.0,187.0,63.0,2.5938,INLAND
5905,-121.48,38.59,52.0,1186.0,341.0,1038.0,320.0,1.6116,INLAND
17238,-118.54,34.2,37.0,1600.0,349.0,1012.0,366.0,4.1597,<1H OCEAN
13737,-121.76,37.68,35.0,1864.0,357.0,1189.0,349.0,4.2361,INLAND
17631,-119.49,36.58,21.0,2106.0,410.0,867.0,380.0,1.9913,INLAND
7088,-119.51,37.32,14.0,362.0,78.0,88.0,39.0,3.5893,INLAND
17329,-117.26,32.81,37.0,1616.0,421.0,650.0,395.0,2.92,NEAR OCEAN
17886,-122.41,37.75,52.0,1678.0,386.0,1220.0,357.0,2.5809,NEAR BAY
18956,-118.33,33.88,36.0,1271.0,346.0,811.0,345.0,3.2417,<1H OCEAN
4495,-122.83,38.96,15.0,1318.0,296.0,567.0,276.0,1.8692,INLAND
11765,-118.97,35.37,52.0,425.0,119.0,380.0,97.0,1.4125,INLAND
10206,-118.47,33.99,52.0,1523.0,447.0,636.0,408.0,3.0682,<1H OCEAN
3685,-122.12,37.75,33.0,1809.0,261.0,808.0,219.0,6.86,NEAR BAY
18234,-119.84,36.82,17.0,2807.0,376.0,996.0,353.0,5.5357,INLAND
10953,-122.09,37.38,34.0,1959.0,342.0,849.0,357.0,6.2884,NEAR BAY
1436,-117.26,33.04,16.0,3109.0,450.0,1433.0,453.0,6.6319,NEAR OCEAN
9209,-118.33,34.09,40.0,2004.0,687.0,1514.0,542.0,1.9911,<1H OCEAN
15647,-122.0,37.84,16.0,7681.0,946.0,2777.0,908.0,9.5271,<1H OCEAN
1471,-116.89,32.85,15.0,3560.0,593.0,1757.0,574.0,5.1185,<1H OCEAN
19340,-118.22,34.63,4.0,14348.0,2145.0,5839.0,1806.0,5.3799,INLAND
13690,-117.7,34.09,25.0,1719.0,331.0,1098.0,324.0,3.625,INLAND
14289,-118.45,34.0,43.0,1606.0,408.0,862.0,354.0,3.962,<1H OCEAN
10707,-117.75,33.61,17.0,2499.0,566.0,781.0,522.0,3.1779,<1H OCEAN
8445,-118.35,34.09,35.0,2705.0,785.0,1526.0,793.0,3.0349,<1H OCEAN
12743,-119.99,36.8,45.0,1270.0,242.0,598.0,214.0,3.2813,INLAND
638,-118.29,34.25,19.0,1988.0,594.0,1399.0,527.0,2.4727,<1H OCEAN
8088,-121.0,38.58,12.0,3425.0,549.0,1357.0,451.0,5.3344,INLAND
18785,-122.0,37.27,33.0,1664.0,271.0,759.0,272.0,5.7876,<1H OCEAN
12842,-117.97,33.89,15.0,3801.0,542.0,1992.0,526.0,9.0683,<1H OCEAN
11093,-122.19,37.44,38.0,3383.0,456.0,1203.0,465.0,9.3198,NEAR OCEAN
2300,-122.44,37.78,52.0,2747.0,736.0,1309.0,653.0,2.943,NEAR BAY
19746,-122.32,37.56,44.0,537.0,173.0,355.0,194.0,2.8571,NEAR OCEAN
8736,-118.19,34.12,52.0,679.0,132.0,483.0,163.0,4.2344,<1H OCEAN
7479,-122.75,38.43,36.0,1599.0,345.0,1086.0,314.0,2.6667,<1H OCEAN
14314,-118.36,33.86,37.0,1249.0,218.0,583.0,214.0,5.7422,<1H OCEAN
14088,-121.78,40.12,14.0,388.0,108.0,35.0,17.0,6.1359,INLAND
10102,-118.11,34.19,50.0,1430.0,186.0,620.0,201.0,9.532,INLAND
2040,-118.03,33.82,20.0,2662.0,464.0,1275.0,472.0,6.0162,<1H OCEAN
11125,-118.02,33.9,34.0,2678.0,511.0,1540.0,497.0,4.4954,<1H OCEAN
1226,-118.2,33.95,41.0,679.0,184.0,788.0,185.0,2.1406,<1H OCEAN
17368,-121.45,38.54,48.0,3421.0,734.0,1441.0,727.0,1.9485,INLAND
13146,-118.32,34.06,43.0,2808.0,584.0,1654.0,569.0,4.125,<1H OCEAN
