"","age","balance","campaign","contact","day","default","duration","education","housing","job","loan","marital","month","pdays","poutcome","previous","y"
"4191",40,-481,2,"unknown",19,"no",174,"secondary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"4192",38,680,2,"unknown",19,"no",144,"secondary","yes","entrepreneur","no","married","may",-1,"unknown",0,"no"
"4194",42,2993,2,"unknown",19,"no",136,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"4197",54,477,4,"unknown",19,"no",335,"primary","yes","retired","no","divorced","may",-1,"unknown",0,"no"
"4198",27,72,1,"unknown",19,"no",105,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4199",31,2085,3,"unknown",19,"no",488,"primary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"4200",34,705,3,"unknown",19,"no",1203,"secondary","yes","technician","yes","single","may",-1,"unknown",0,"no"
"4201",31,754,4,"unknown",19,"no",1022,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"yes"
"4202",27,512,1,"unknown",19,"no",128,"secondary","yes","technician","no","married","may",-1,"unknown",0,"no"
"4203",25,300,3,"unknown",19,"no",126,"secondary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"4204",20,67,1,"unknown",19,"no",387,"secondary","yes","student","no","single","may",-1,"unknown",0,"no"
"4208",22,0,1,"unknown",19,"no",123,"secondary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"4209",36,79,14,"unknown",19,"no",201,"unknown","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4212",44,181,6,"unknown",19,"no",131,"secondary","yes","retired","no","married","may",-1,"unknown",0,"no"
"4214",27,220,1,"unknown",19,"no",480,"secondary","yes","entrepreneur","no","married","may",-1,"unknown",0,"no"
"4217",28,1306,3,"unknown",19,"no",396,"unknown","yes","entrepreneur","no","single","may",-1,"unknown",0,"no"
"4218",51,425,3,"unknown",19,"no",124,"unknown","yes","technician","no","married","may",-1,"unknown",0,"no"
"4219",49,68,3,"unknown",19,"no",163,"tertiary","yes","management","yes","married","may",-1,"unknown",0,"no"
"4224",46,679,1,"unknown",19,"no",723,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4225",41,262,1,"unknown",19,"no",89,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4226",32,86,1,"unknown",19,"no",703,"secondary","no","blue-collar","yes","divorced","may",-1,"unknown",0,"no"
"4227",43,1017,2,"unknown",19,"no",257,"tertiary","yes","technician","no","single","may",-1,"unknown",0,"no"
"4229",52,6353,2,"unknown",19,"no",361,"secondary","yes","self-employed","yes","married","may",-1,"unknown",0,"no"
"4230",29,103,1,"unknown",19,"no",314,"secondary","no","technician","no","single","may",-1,"unknown",0,"no"
"4231",51,467,1,"unknown",19,"no",83,"secondary","yes","admin.","no","divorced","may",-1,"unknown",0,"no"
"4232",48,841,1,"unknown",19,"no",215,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4233",34,0,4,"unknown",19,"no",115,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"4235",31,157,1,"unknown",19,"no",285,"secondary","yes","self-employed","no","married","may",-1,"unknown",0,"no"
"4236",41,459,1,"unknown",19,"no",102,"secondary","yes","technician","no","married","may",-1,"unknown",0,"no"
"4237",40,464,7,"unknown",19,"no",183,"secondary","yes","services","yes","single","may",-1,"unknown",0,"no"
"4238",51,2085,1,"unknown",19,"no",70,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"4239",42,1323,1,"unknown",19,"no",19,"unknown","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4240",31,75,1,"unknown",19,"no",346,"secondary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"4241",34,-288,1,"unknown",19,"no",643,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4242",41,713,1,"unknown",19,"no",78,"secondary","yes","self-employed","no","married","may",-1,"unknown",0,"no"
"4243",43,1071,1,"unknown",19,"no",411,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4248",23,85,2,"unknown",19,"no",109,"secondary","yes","management","no","single","may",-1,"unknown",0,"no"
"4249",48,6489,1,"unknown",19,"no",263,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4255",23,525,1,"unknown",19,"no",180,"secondary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"4256",41,3855,2,"unknown",19,"no",657,"secondary","yes","admin.","no","married","may",-1,"unknown",0,"no"
"4258",41,1897,3,"unknown",19,"no",335,"tertiary","yes","management","no","married","may",-1,"unknown",0,"no"
"4259",22,36,3,"unknown",19,"no",120,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4260",60,171,2,"unknown",19,"no",219,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4261",60,148,1,"unknown",19,"no",148,"unknown","yes","technician","no","married","may",-1,"unknown",0,"no"
"4262",35,208,1,"unknown",19,"no",214,"unknown","yes","technician","no","married","may",-1,"unknown",0,"no"
"4263",49,1536,2,"unknown",19,"no",400,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4264",32,476,2,"unknown",19,"no",503,"secondary","yes","blue-collar","yes","single","may",-1,"unknown",0,"no"
"4266",29,-233,1,"unknown",19,"no",329,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"4267",45,1540,3,"unknown",19,"no",194,"tertiary","yes","management","no","married","may",-1,"unknown",0,"no"
"4268",28,3238,1,"unknown",19,"no",7,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"4269",21,210,1,"unknown",19,"no",53,"unknown","yes","student","no","single","may",-1,"unknown",0,"no"
"4271",27,112,1,"unknown",19,"no",104,"secondary","yes","admin.","no","divorced","may",-1,"unknown",0,"no"
"4277",42,2567,2,"unknown",19,"no",401,"primary","yes","services","no","married","may",-1,"unknown",0,"no"
"4279",47,146,5,"unknown",19,"no",53,"primary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"4280",40,125,2,"unknown",19,"no",349,"secondary","yes","blue-collar","no","divorced","may",-1,"unknown",0,"no"
"4283",52,0,11,"unknown",19,"no",182,"primary","no","admin.","no","single","may",-1,"unknown",0,"no"
"4284",31,462,1,"unknown",19,"no",147,"tertiary","yes","blue-collar","yes","single","may",-1,"unknown",0,"no"
"4287",41,665,3,"unknown",19,"no",142,"unknown","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4289",27,613,3,"unknown",19,"no",65,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4292",36,2079,2,"unknown",19,"no",403,"primary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"4294",27,1022,2,"unknown",19,"no",445,"primary","yes","technician","no","single","may",-1,"unknown",0,"no"
"4295",32,1211,4,"unknown",19,"no",206,"secondary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"4297",51,642,2,"unknown",19,"no",183,"tertiary","no","management","no","married","may",-1,"unknown",0,"no"
"4298",47,1851,2,"unknown",19,"no",140,"secondary","yes","technician","no","divorced","may",-1,"unknown",0,"no"
"4300",30,358,51,"unknown",19,"no",88,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"4301",50,170,13,"unknown",19,"no",234,"secondary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"4302",52,2420,3,"unknown",19,"no",215,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"4305",28,350,2,"unknown",19,"no",5,"secondary","yes","admin.","yes","single","may",-1,"unknown",0,"no"
"4307",31,444,2,"unknown",19,"no",114,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"4308",35,1253,2,"unknown",19,"no",210,"tertiary","yes","management","no","married","may",-1,"unknown",0,"no"
"4309",49,320,6,"unknown",19,"no",243,"tertiary","yes","entrepreneur","yes","married","may",-1,"unknown",0,"no"
"4310",32,1066,9,"unknown",19,"no",180,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"4311",28,-134,2,"unknown",19,"no",8,"unknown","yes","services","no","married","may",-1,"unknown",0,"no"
"4312",51,1146,4,"unknown",19,"no",458,"tertiary","yes","management","yes","single","may",-1,"unknown",0,"no"
"4313",32,424,2,"unknown",19,"no",313,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4314",37,122,2,"unknown",19,"no",1622,"tertiary","yes","management","no","divorced","may",-1,"unknown",0,"yes"
"4315",55,212,2,"unknown",19,"no",324,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4317",49,580,2,"unknown",19,"no",310,"tertiary","no","management","no","single","may",-1,"unknown",0,"no"
"4319",36,141,5,"unknown",19,"no",165,"secondary","yes","technician","no","divorced","may",-1,"unknown",0,"no"
"4320",46,361,7,"unknown",19,"no",86,"secondary","yes","management","no","divorced","may",-1,"unknown",0,"no"
"4322",55,3524,6,"unknown",19,"no",492,"secondary","yes","admin.","no","divorced","may",-1,"unknown",0,"no"
"4324",44,177,4,"unknown",19,"no",197,"primary","yes","technician","no","married","may",-1,"unknown",0,"no"
"4325",45,199,5,"unknown",19,"no",95,"tertiary","no","management","no","married","may",-1,"unknown",0,"no"
"4326",30,0,3,"unknown",19,"no",159,"secondary","no","blue-collar","no","married","may",-1,"unknown",0,"no"
"4327",30,880,6,"unknown",19,"no",967,"tertiary","yes","technician","yes","single","may",-1,"unknown",0,"yes"
"4328",45,771,2,"unknown",19,"no",221,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4329",34,164,13,"unknown",19,"no",102,"secondary","yes","blue-collar","no","divorced","may",-1,"unknown",0,"no"
"4330",41,501,5,"unknown",19,"no",579,"secondary","yes","technician","no","married","may",-1,"unknown",0,"yes"
"4331",45,9051,63,"unknown",19,"no",124,"unknown","yes","management","no","married","may",-1,"unknown",0,"no"
"4333",37,89,10,"unknown",19,"no",162,"tertiary","yes","management","no","married","may",-1,"unknown",0,"no"
"4334",45,4111,2,"unknown",19,"no",211,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4335",42,170,41,"unknown",19,"no",51,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4338",60,819,2,"unknown",19,"no",110,"secondary","yes","retired","no","married","may",-1,"unknown",0,"no"
"4339",24,1019,26,"unknown",19,"no",99,"secondary","yes","admin.","no","single","may",-1,"unknown",0,"no"
"4341",49,279,4,"unknown",19,"no",168,"tertiary","yes","technician","no","married","may",-1,"unknown",0,"no"
"4342",45,1263,3,"unknown",19,"no",283,"unknown","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4343",54,7449,7,"unknown",19,"no",235,"secondary","yes","technician","no","divorced","may",-1,"unknown",0,"no"
"4344",39,198,8,"unknown",19,"no",138,"tertiary","yes","management","no","married","may",-1,"unknown",0,"no"
"4345",23,710,6,"unknown",19,"no",374,"unknown","yes","technician","no","single","may",-1,"unknown",0,"no"
"4346",48,858,4,"unknown",19,"no",353,"secondary","yes","services","no","divorced","may",-1,"unknown",0,"no"
"4348",44,149,10,"unknown",19,"no",332,"tertiary","yes","self-employed","no","single","may",-1,"unknown",0,"no"
"4350",28,224,5,"unknown",19,"no",571,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4351",38,91,9,"unknown",19,"no",492,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"4357",27,4923,7,"unknown",19,"no",57,"secondary","yes","services","no","single","may",-1,"unknown",0,"no"
"4359",32,312,3,"unknown",19,"no",886,"tertiary","yes","management","yes","divorced","may",-1,"unknown",0,"no"
"4362",47,-345,14,"unknown",19,"no",18,"unknown","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4363",36,0,11,"unknown",19,"no",21,"tertiary","yes","management","no","divorced","may",-1,"unknown",0,"no"
"4364",52,2231,4,"unknown",19,"no",470,"secondary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"4367",45,1345,7,"unknown",19,"no",120,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4369",23,523,2,"unknown",19,"no",249,"primary","yes","services","yes","married","may",-1,"unknown",0,"no"
"4371",27,3776,2,"unknown",19,"no",217,"secondary","yes","admin.","no","single","may",-1,"unknown",0,"no"
"4372",57,437,4,"unknown",19,"no",44,"secondary","yes","technician","no","married","may",-1,"unknown",0,"no"
"4373",48,490,2,"unknown",19,"no",622,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4375",53,3544,4,"unknown",19,"no",195,"primary","no","management","no","married","may",-1,"unknown",0,"no"
"4376",46,0,2,"unknown",19,"no",179,"primary","no","retired","no","married","may",-1,"unknown",0,"no"
"4377",49,459,10,"unknown",19,"no",58,"secondary","yes","services","no","single","may",-1,"unknown",0,"no"
"4378",30,3291,3,"unknown",19,"no",1218,"tertiary","yes","technician","no","single","may",-1,"unknown",0,"yes"
"4380",42,596,9,"unknown",19,"no",66,"tertiary","yes","self-employed","no","married","may",-1,"unknown",0,"no"
"4383",34,183,4,"unknown",19,"no",3078,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4384",28,154,9,"unknown",20,"no",21,"secondary","yes","student","no","single","may",-1,"unknown",0,"no"
"4386",48,479,5,"unknown",20,"no",148,"secondary","no","technician","no","single","may",-1,"unknown",0,"no"
"4390",33,730,1,"unknown",20,"no",70,"secondary","yes","admin.","no","married","may",-1,"unknown",0,"no"
"4396",33,201,1,"unknown",20,"no",280,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"4397",54,2847,10,"unknown",20,"no",16,"tertiary","yes","management","no","married","may",-1,"unknown",0,"no"
"4398",39,4039,1,"unknown",20,"no",140,"secondary","yes","admin.","no","single","may",-1,"unknown",0,"no"
"4399",60,132,11,"unknown",20,"no",21,"unknown","yes","technician","no","married","may",-1,"unknown",0,"no"
"4400",30,9,1,"unknown",20,"no",184,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4401",34,31,14,"unknown",20,"no",20,"secondary","yes","management","no","single","may",-1,"unknown",0,"no"
"4402",57,0,2,"unknown",20,"no",107,"tertiary","yes","management","yes","married","may",-1,"unknown",0,"no"
"4404",39,6421,1,"unknown",20,"no",661,"secondary","no","admin.","yes","married","may",-1,"unknown",0,"no"
"4405",38,171,1,"unknown",20,"no",172,"secondary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"4410",47,290,2,"unknown",20,"no",409,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4411",37,425,1,"unknown",20,"no",226,"tertiary","yes","management","no","married","may",-1,"unknown",0,"no"
"4413",35,1602,1,"unknown",20,"no",171,"secondary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"4415",30,3110,1,"unknown",20,"no",133,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"4416",38,419,1,"unknown",20,"no",656,"primary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"4417",35,0,1,"unknown",20,"no",1205,"secondary","yes","blue-collar","no","divorced","may",-1,"unknown",0,"yes"
"4418",31,-88,6,"unknown",20,"no",202,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4420",38,0,1,"unknown",20,"no",206,"tertiary","yes","management","no","married","may",-1,"unknown",0,"no"
"4421",34,0,1,"unknown",20,"no",79,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"4422",30,162,4,"unknown",20,"no",186,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"4424",54,4482,2,"unknown",20,"no",97,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"4425",40,1259,5,"unknown",20,"no",234,"secondary","no","technician","no","married","may",-1,"unknown",0,"no"
"4426",35,499,1,"unknown",20,"no",328,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4429",33,622,1,"unknown",20,"no",243,"tertiary","yes","admin.","no","single","may",-1,"unknown",0,"no"
"4431",51,492,3,"unknown",20,"no",142,"primary","yes","housemaid","no","married","may",-1,"unknown",0,"no"
"4432",35,102,1,"unknown",20,"no",1334,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"yes"
"4433",38,736,1,"unknown",20,"no",775,"secondary","yes","self-employed","no","married","may",-1,"unknown",0,"no"
"4434",36,733,1,"unknown",20,"no",335,"secondary","yes","unemployed","no","married","may",-1,"unknown",0,"no"
"4435",37,3175,1,"unknown",20,"no",168,"secondary","yes","management","no","married","may",-1,"unknown",0,"no"
"4437",53,574,2,"unknown",20,"no",121,"primary","yes","services","no","married","may",-1,"unknown",0,"no"
"4440",38,3750,1,"unknown",20,"no",119,"secondary","yes","admin.","no","divorced","may",-1,"unknown",0,"no"
"4442",36,860,15,"unknown",20,"no",294,"tertiary","yes","management","no","married","may",-1,"unknown",0,"no"
"4443",32,1583,1,"unknown",20,"no",57,"unknown","yes","student","no","single","may",-1,"unknown",0,"no"
"4445",36,7579,1,"unknown",20,"no",600,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4446",35,4635,1,"unknown",20,"no",148,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4447",31,827,1,"unknown",20,"no",38,"tertiary","no","management","no","married","may",-1,"unknown",0,"no"
"4448",32,0,1,"unknown",20,"no",142,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"4451",32,93,2,"unknown",20,"no",203,"secondary","yes","unemployed","no","married","may",-1,"unknown",0,"no"
"4456",31,2,2,"unknown",20,"no",182,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"yes"
